Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?,source_file
51740,Spectrogram 1,1,337496.0,337499.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_070002.wav,2868.0,MINI06_20250421_070002.wav,3.0,Red-winged Blackbird,rewbla,0.3102,1,RWBL,twitter,both calls,1.0,BirdNet_Choctaw_Annotations_final.csv
58080,Spectrogram 1,1,360687.0,360690.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_140002.wav,873.0,MINI06_20250421_140002.wav,3.0,King Rail,kinrai4,0.4543,1,KIRA,grunt,"wind, clean",1.0,BirdNet_Choctaw_Annotations_final.csv
58081,Spectrogram 1,1,360690.0,360693.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250421_140002.wav,876.0,MINI06_20250421_140002.wav,3.0,King Rail,kinrai4,0.4416,1,KIRA,grunt,2,1.0,BirdNet_Choctaw_Annotations_final.csv
71821,Spectrogram 1,1,403706.0,403709.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,714.0,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.3241,1,KIRA,kek,,1.0,BirdNet_Choctaw_Annotations_final.csv
72383,Spectrogram 1,1,405485.0216,405488.0216,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,2493.0216,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.5742,1,KIRA,kek,,1.0,BirdNet_Choctaw_Annotations_final.csv
72695,Spectrogram 1,1,406310.0,406313.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3318.0,MINI06_20250422_110002.wav,3.0,Red-winged Blackbird,rewbla,0.3953,1,RWBL,jeer,rain? jeer and check,1.0,BirdNet_Choctaw_Annotations_final.csv
72720,Spectrogram 1,1,406358.0,406361.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3366.0,MINI06_20250422_110002.wav,3.0,King Rail,kinrai4,0.4957,0,,,JS,1.0,BirdNet_Choctaw_Annotations_final.csv
72721,Spectrogram 1,1,406358.0,406361.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_110002.wav,3366.0,MINI06_20250422_110002.wav,3.0,American Bittern,amebit,0.2996,0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
73007,Spectrogram 1,1,407175.0,407178.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_120002.wav,585.0,MINI06_20250422_120002.wav,3.0,Sora,sora,0.9999,1,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
73612,Spectrogram 1,1,414011.0,414014.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,225.0,MINI06_20250422_140002.wav,3.0,King Rail,kinrai4,0.1065,1,KIRA,grunt,"wind, two KIRA",1.0,BirdNet_Choctaw_Annotations_final.csv
73613,Spectrogram 1,1,414017.0,414020.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,231.0,MINI06_20250422_140002.wav,3.0,King Rail,kinrai4,0.6678,1,KIRA,grunt,,1.0,BirdNet_Choctaw_Annotations_final.csv
73614,Spectrogram 1,1,414020.0,414023.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,234.0,MINI06_20250422_140002.wav,3.0,Sora,sora,0.9393,1,SORA,whinny,,1.0,BirdNet_Choctaw_Annotations_final.csv
73615,Spectrogram 1,1,414023.0,414026.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250422_140002.wav,237.0,MINI06_20250422_140002.wav,3.0,Sora,sora,0.2927,1,SORA,whinny,2 KIRA,1.0,BirdNet_Choctaw_Annotations_final.csv
88236,Spectrogram 1,1,459057.9951,459061.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_110002.wav,2093.9951,MINI06_20250423_110002.wav,3.0049,Red-winged Blackbird,rewbla,0.4653,1,RWBL,twitter,,1.0,BirdNet_Choctaw_Annotations_final.csv
90143,Spectrogram 1,1,465870.0,465873.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_130002.wav,1710.0,MINI06_20250423_130002.wav,3.0,Red-winged Blackbird,rewbla,0.7756,1,RWBL,conklaree,,1.0,BirdNet_Choctaw_Annotations_final.csv
90144,Spectrogram 1,1,465870.0,465873.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250423_130002.wav,1710.0,MINI06_20250423_130002.wav,3.0,Least Bittern,leabit,0.2397,0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
98339,Spectrogram 1,1,494857.0,494860.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250425_110002.wav,1911.0,MINI06_20250425_110002.wav,3.0,Red-winged Blackbird,rewbla,0.1006,1.0,RWBL,conklaree,,1.0,BirdNet_Choctaw_Annotations_final.csv
129595,Spectrogram 1,1,687615.0,687618.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_100002.wav,369.0,MINI06_20250505_100002.wav,3.0,Red-winged Blackbird,rewbla,0.6253,1.0,RWBL,twitter,engine,1.0,BirdNet_Choctaw_Annotations_final.csv
130802,Spectrogram 1,1,697106.0,697109.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2664.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.4233,1.0,RWBL,check,,1.0,BirdNet_Choctaw_Annotations_final.csv
130806,Spectrogram 1,1,697286.0,697289.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2844.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.1388,1.0,RWBL,twitter,,1.0,BirdNet_Choctaw_Annotations_final.csv
130807,Spectrogram 1,1,697289.0,697292.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2847.0,MINI06_20250505_120002.wav,3.0,Least Bittern,leabit,0.1938,0.0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
130808,Spectrogram 1,1,697289.0,697292.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_120002.wav,2847.0,MINI06_20250505_120002.wav,3.0,Red-winged Blackbird,rewbla,0.1503,1.0,RWBL,twitter,,1.0,BirdNet_Choctaw_Annotations_final.csv
131622,Spectrogram 1,1,704290.0,704293.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_140002.wav,2652.0,MINI06_20250505_140002.wav,3.0,King Rail,kinrai4,0.8795,1.0,KIRA,grunt,grunt and kek,1.0,BirdNet_Choctaw_Annotations_final.csv
132800,Spectrogram 1,1,712410.0,712413.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3576.0,MINI06_20250505_160002.wav,3.0,King Rail,kinrai4,0.8708,1.0,KIRA,grunt,both calls,1.0,BirdNet_Choctaw_Annotations_final.csv
132804,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,King Rail,kinrai4,0.4341,1.0,KIRA,grunt,,1.0,BirdNet_Choctaw_Annotations_final.csv
132805,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,Least Bittern,leabit,0.3327,0.0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
132806,Spectrogram 1,1,712416.0,712419.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_160002.wav,3582.0,MINI06_20250505_160002.wav,3.0,Virginia Rail,virrai,0.1747,0.0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
134151,Spectrogram 1,1,716690.0,716693.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_180002.wav,660.0,MINI06_20250505_180002.wav,3.0,King Rail,kinrai4,0.341,1.0,KIRA,grunt,mix,1.0,BirdNet_Choctaw_Annotations_final.csv
134155,Spectrogram 1,1,716696.0,716699.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250505_180002.wav,666.0,MINI06_20250505_180002.wav,3.0,King Rail,kinrai4,0.6435,1.0,KIRA,grunt,mix,1.0,BirdNet_Choctaw_Annotations_final.csv
149177,Spectrogram 1,1,804021.0,804024.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250512_120002.wav,1635.0,MINI06_20250512_120002.wav,3.0,Red-winged Blackbird,rewbla,0.3169,1.0,RWBL,jeer,rain,1.0,BirdNet_Choctaw_Annotations_final.csv
154752,Spectrogram 1,1,844417.0,844420.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250513_080002.wav,2451.0,MINI06_20250513_080002.wav,3.0,King Rail,kinrai4,0.8774,1.0,KIRA,grunt,,1.0,BirdNet_Choctaw_Annotations_final.csv
161764,Spectrogram 1,1,898668.0,898671.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250514_080002.wav,2730.0,MINI06_20250514_080002.wav,3.0,King Rail,kinrai4,0.8919,1.0,KIRA,grunt,background engine? rain,1.0,BirdNet_Choctaw_Annotations_final.csv
172046,Spectrogram 1,1,1001949.995,1001953.0,0.0,11960.784,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250522_120002.wav,1667.9951,MINI06_20250522_120002.wav,3.0049,Red-winged Blackbird,rewbla,0.5384,1.0,RWBL,conklaree,rain?,1.0,BirdNet_Choctaw_Annotations_final.csv
172048,Spectrogram 1,1,1001953.0,1001956.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250522_120002.wav,1671.0,MINI06_20250522_120002.wav,3.0,Red-winged Blackbird,rewbla,0.14,1.0,RWBL,conklaree,rain?,1.0,BirdNet_Choctaw_Annotations_final.csv
181362,Spectrogram 1,1,1054938.0,1054941.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_120002.wav,684.0,MINI06_20250523_120002.wav,3.0,Red-winged Blackbird,rewbla,0.5647,1.0,RWBL,check,,1.0,BirdNet_Choctaw_Annotations_final.csv
181449,Spectrogram 1,1,1055919.0,1055922.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_120002.wav,1665.0,MINI06_20250523_120002.wav,3.0,Red-winged Blackbird,rewbla,0.5104,1.0,RWBL,check,,1.0,BirdNet_Choctaw_Annotations_final.csv
181450,Spectrogram 1,1,1055919.0,1055922.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_120002.wav,1665.0,MINI06_20250523_120002.wav,3.0,King Rail,kinrai4,0.221,0.0,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
184277,Spectrogram 1,1,1075457.0,1075460.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250523_170002.wav,3213.0,MINI06_20250523_170002.wav,3.0,Red-winged Blackbird,rewbla,0.5548,1.0,RWBL,check,,1.0,BirdNet_Choctaw_Annotations_final.csv
192313,Spectrogram 1,1,1101999.0,1102002.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250524_100002.wav,969.0,MINI06_20250524_100002.wav,3.0,Red-winged Blackbird,rewbla,0.4253,1.0,RWBL,jeer,,1.0,BirdNet_Choctaw_Annotations_final.csv
219098,Spectrogram 1,1,1280065.0,1280068.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250527_140002.wav,2727.0,MINI06_20250527_140002.wav,3.0,Red-winged Blackbird,rewbla,0.1493,1,RWBL,conklaree,narrow-mouthed toads,1.0,BirdNet_Choctaw_Annotations_final.csv
219317,Spectrogram 1,1,1292660.0,1292663.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250527_180002.wav,930.0,MINI06_20250527_180002.wav,3.0,Red-winged Blackbird,rewbla,0.1827,1,RWBL,jeer,,1.0,BirdNet_Choctaw_Annotations_final.csv
219421,Spectrogram 1,1,1297350.0,1297353.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250527_190002.wav,2022.0,MINI06_20250527_190002.wav,3.0,Red-winged Blackbird,rewbla,0.482,1,,,,1.0,BirdNet_Choctaw_Annotations_final.csv
219438,Spectrogram 1,1,1298385.0,1298388.0,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250527_190002.wav,3057.0,MINI06_20250527_190002.wav,3.0,Red-winged Blackbird,rewbla,0.5691,1,RWBL,conklaree,,1.0,BirdNet_Choctaw_Annotations_final.csv
4,Spectrogram 1,1,21.0,24.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,21.0,SMA06000_20250326_193100.wav,3.0,Red-winged Blackbird,rewbla,0.2162,1,RWBL,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
34,Spectrogram 1,1,318.0,321.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,318.0,SMA06000_20250326_193100.wav,3.0,Red-winged Blackbird,rewbla,0.3213,1,RWBL,conklaree,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
35,Spectrogram 1,1,321.0,324.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,321.0,SMA06000_20250326_193100.wav,3.0,Red-winged Blackbird,rewbla,0.1146,1,RWBL,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
48,Spectrogram 1,1,381.0,384.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,381.0,SMA06000_20250326_193100.wav,3.0,Virginia Rail,virrai,0.4222,0,RWBL,pink,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
49,Spectrogram 1,1,384.0,387.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,384.0,SMA06000_20250326_193100.wav,3.0,Virginia Rail,virrai,0.2418,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
50,Spectrogram 1,1,384.0,387.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,384.0,SMA06000_20250326_193100.wav,3.0,Red-winged Blackbird,rewbla,0.1067,1,RWBL,pink,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
51,Spectrogram 1,1,387.0,390.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,387.0,SMA06000_20250326_193100.wav,3.0,Virginia Rail,virrai,0.339,0,RWBL,pink,"pink plus conklaree, rain",1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
52,Spectrogram 1,1,387.0,390.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,387.0,SMA06000_20250326_193100.wav,3.0,Common Gallinule,comgal1,0.1512,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
53,Spectrogram 1,1,387.0,390.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,387.0,SMA06000_20250326_193100.wav,3.0,Least Bittern,leabit,0.1193,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
54,Spectrogram 1,1,390.0,393.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,390.0,SMA06000_20250326_193100.wav,3.0,Virginia Rail,virrai,0.228,0,RWBL,pink,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
55,Spectrogram 1,1,393.0,396.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,393.0,SMA06000_20250326_193100.wav,3.0,Virginia Rail,virrai,0.4028,0,RWBL,pink,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
58,Spectrogram 1,1,402.0,405.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,402.0,SMA06000_20250326_193100.wav,3.0,King Rail,kinrai4,0.1055,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
172,Spectrogram 1,1,828.0,831.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,828.0,SMA06000_20250326_193100.wav,3.0,Common Gallinule,comgal1,0.1386,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
173,Spectrogram 1,1,828.0,831.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,828.0,SMA06000_20250326_193100.wav,3.0,King Rail,kinrai4,0.1377,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
174,Spectrogram 1,1,828.0,831.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,828.0,SMA06000_20250326_193100.wav,3.0,Least Bittern,leabit,0.1174,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
192,Spectrogram 1,1,963.0,966.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,963.0,SMA06000_20250326_193100.wav,3.0,American Bittern,amebit,0.1477,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
195,Spectrogram 1,1,993.0,996.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250326_193100.wav,993.0,SMA06000_20250326_193100.wav,3.0,Least Bittern,leabit,0.1681,0,,,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
3270,Spectrogram 1,1,42342.0,42345.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250402_193800.wav,342.0,SMA06000_20250402_193800.wav,3.0,King Rail,kinrai4,0.1032,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8438,Spectrogram 1,1,72216.0,72219.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,216.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.8408,1,RWBL,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8521,Spectrogram 1,1,72498.0,72501.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,498.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.5835,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8522,Spectrogram 1,1,72498.0,72501.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,498.0,SMA06000_20250407_194400.wav,3.0,Least Bittern,leabit,0.1252,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8523,Spectrogram 1,1,72501.0,72504.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,501.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.696,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8525,Spectrogram 1,1,72507.0,72510.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,507.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.8209,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8526,Spectrogram 1,1,72510.0,72513.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,510.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.7593,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8527,Spectrogram 1,1,72510.0,72513.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,510.0,SMA06000_20250407_194400.wav,3.0,Least Bittern,leabit,0.1264,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
8528,Spectrogram 1,1,72513.0,72516.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_194400.wav,513.0,SMA06000_20250407_194400.wav,3.0,Red-winged Blackbird,rewbla,0.6885,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
10453,Spectrogram 1,1,87522.0,87525.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_040000.wav,1122.0,SMA06000_20250410_040000.wav,3.0,Least Bittern,leabit,0.4711,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
11495,Spectrogram 1,1,89808.0,89811.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_064000.wav,2208.0,SMA06000_20250410_064000.wav,3.0,Red-winged Blackbird,rewbla,0.1691,1,RWBL,jeer,rain,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
11833,Spectrogram 1,1,91212.0,91215.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_194700.wav,1212.0,SMA06000_20250410_194700.wav,3.0,Red-winged Blackbird,rewbla,0.1458,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
11834,Spectrogram 1,1,91212.0,91215.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_194700.wav,1212.0,SMA06000_20250410_194700.wav,3.0,Least Bittern,leabit,0.1214,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
11835,Spectrogram 1,1,91218.0,91221.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_194700.wav,1218.0,SMA06000_20250410_194700.wav,3.0,Virginia Rail,virrai,0.652,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
11836,Spectrogram 1,1,91218.0,91221.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250410_194700.wav,1218.0,SMA06000_20250410_194700.wav,3.0,Swamp Sparrow,swaspa,0.3453,1,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
21719,Spectrogram 1,1,130131.0,130134.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250417_062900.wav,531.0,SMA06000_20250417_062900.wav,3.0,Swamp Sparrow,swaspa,0.5993,,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
21839,Spectrogram 1,1,130473.0,130476.0,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250417_062900.wav,873.0,SMA06000_20250417_062900.wav,3.0,Virginia Rail,virrai,0.4381,0,,,,1.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260310revJMFINAL 1.csv
